      0.299639119   -0.0600981335    0.0338662655     0.645890806 10000
      -1.55460909    0.0220042058   -0.0122155186    -0.230824146 01000
  -0.000216061877    -0.795353115     0.300179394 -0.000428197757 00100
     -0.001240586       1.6818856     -1.89910866  -0.00219979346 00010
      0.409074578   -0.0102008673    0.0338235647      1.01118405 00001
      -0.56219302     0.166379503   -0.0927236566     -1.28825214 20000
         2.918207    -0.872663624      0.50295515      8.77315362 11000
    -0.0503982591    0.0516786677    -0.113092469     -1.02693566 02000
     0.0873267523      3.83636806    -0.737136541     0.122506037 10100
     -0.490744279     -1.93356369     0.402724712    -0.707327463 01100
    -0.0937650522    0.0103885264   -0.0117307938    -0.141481398 00200
     -0.234023162     -39.6744136      7.45535089     -0.31191748 10010
       1.25325511      15.7395635     -2.70582276      1.71605495 01010
      0.557256603   -0.0185746313    0.0708178841     0.943816723 00110
      -2.76902748      17.9640058     -3.73179132     -4.48536877 10001
       6.99646327     -68.6363405      14.0245202      18.7868577 01001
       17.3018261      5.41528202     0.399289932      28.4121475 00101
      -1.25612203    0.0728650567    -0.138607604     -1.79000735 00020
      -27.5794116     -55.5769947       8.3737057     -36.8705741 00011
       40.0062707      24.2795299     -1.46784532      67.0867628 00002
       4.59585513   0.00099768778     0.429297865       9.0261305 30000
      -42.8146459    -0.263034692     -4.06586793     -92.5948061 21000
       112.583022     0.111436224       11.168068      280.306033 12000
      -63.8717448      5.88589333     -7.63413293     -178.292608 03000
      0.166650229     -4.09873069     0.829396831     0.415878067 20100
     -0.961787036     -11.4124847      2.44845856     -1.80809141 11100
       2.76159071      131.334149     -26.2434945     0.696350462 02100
       9.40127666     0.727029138     0.642048665      15.4838012 10200
      -42.8394862     -3.77401115     -2.83483067     -72.8670506 01200
     -0.360353249    -0.657552611    0.0702499012    -0.521759679 00300
       4.50055038      140.715717     -27.0381267      7.10032935 20010
      -26.8044289     -764.833208      142.515303     -45.0433774 11010
        11.988923       654.83111     -119.120516      33.3004325 02010
      -53.1381204      1.70740168     -4.99108248     -94.8896087 10110
       217.890983     -11.4932948      20.7550615      409.214252 01110
       2.75186366      67.9677188     -12.4181203      4.09488096 00210
       27.6900235     -84.5450547      19.0828341      45.7297535 20001
       -163.58491      445.655341     -101.016224     -285.513916 11001
       250.797585     -367.578023      92.0510054      481.200591 02001
       38.0341959      15.1653438     0.332151412      63.7583315 10101
      -289.279198     -66.2538939     -10.9233135     -477.107528 01101
